Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
PERSONNES ÂGÉES : HÉBERGEMENT,Santé,"43.30709906890561, 5.413337732196933","{""coordinates"": [5.413337732196933, 43.30709906890561], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.29986289118245, 5.426228966681603","{""coordinates"": [5.426228966681603, 43.29986289118245], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.30799826621032, 5.428678917509501","{""coordinates"": [5.428678917509501, 43.30799826621032], ""type"": ""Point""}",Marseille 12,13212,13012
ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE),Santé,"43.299989722898495, 5.432929927981733","{""coordinates"": [5.432929927981733, 43.299989722898495], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.32316493926526, 5.43114547512645","{""coordinates"": [5.43114547512645, 43.32316493926526], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.303213348599066, 5.420763593676305","{""coordinates"": [5.420763593676305, 43.303213348599066], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.31016771399604, 5.416051886039604","{""coordinates"": [5.416051886039604, 43.31016771399604], ""type"": ""Point""}",Marseille 12,13212,13012
SUPERMARCHÉ,Commerces,"43.318139918127905, 5.439855299158942","{""coordinates"": [5.439855299158942, 43.318139918127905], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.31898243190106, 5.428858760925173","{""coordinates"": [5.428858760925173, 43.31898243190106], ""type"": ""Point""}",Marseille 12,13212,13012
CONTRÔLE TECHNIQUE AUTOMOBILE,Services aux particuliers,"43.30422952714298, 5.413354395486266","{""coordinates"": [5.413354395486266, 43.30422952714298], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE VÊTEMENTS,Commerces,"43.30493928864421, 5.417259814816605","{""coordinates"": [5.417259814816605, 43.30493928864421], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30275474291274, 5.419041798553317","{""coordinates"": [5.419041798553317, 43.30275474291274], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.32016933298421, 5.434078361811156","{""coordinates"": [5.434078361811156, 43.32016933298421], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.30390026611723, 5.417657418640124","{""coordinates"": [5.417657418640124, 43.30390026611723], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.31681813423485, 5.436887935680939","{""coordinates"": [5.436887935680939, 43.31681813423485], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.29990884591367, 5.436380363250453","{""coordinates"": [5.436380363250453, 43.29990884591367], ""type"": ""Point""}",Marseille 12,13212,13012
CHIRURGIEN DENTISTE,Santé,"43.307988994044955, 5.428775147870279","{""coordinates"": [5.428775147870279, 43.307988994044955], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.317842060216435, 5.424170135675034","{""coordinates"": [5.424170135675034, 43.317842060216435], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30767444411384, 5.435495020418752","{""coordinates"": [5.435495020418752, 43.30767444411384], ""type"": ""Point""}",Marseille 12,13212,13012
ÉCOLE DE CONDUITE,Services aux particuliers,"43.308949965651976, 5.439735618075537","{""coordinates"": [5.439735618075537, 43.308949965651976], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.31243176181164, 5.448745375048373","{""coordinates"": [5.448745375048373, 43.31243176181164], ""type"": ""Point""}",Marseille 12,13212,13012
DIÉTÉTICIEN,Santé,"43.31503098943269, 5.412720772104033","{""coordinates"": [5.412720772104033, 43.31503098943269], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.318356673743445, 5.428108835557254","{""coordinates"": [5.428108835557254, 43.318356673743445], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE DE TRAVAIL TEMPORAIRE,Services aux particuliers,"43.30834067539669, 5.434809596340451","{""coordinates"": [5.434809596340451, 43.30834067539669], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.31567206636694, 5.417607008466944","{""coordinates"": [5.417607008466944, 43.31567206636694], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.31443191152415, 5.413915911400199","{""coordinates"": [5.413915911400199, 43.31443191152415], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.30890338696725, 5.43948654337466","{""coordinates"": [5.43948654337466, 43.30890338696725], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.299398377141884, 5.410439315559614","{""coordinates"": [5.410439315559614, 43.299398377141884], ""type"": ""Point""}",Marseille 12,13212,13012
DIÉTÉTICIEN,Santé,"43.30332846944354, 5.468083306613202","{""coordinates"": [5.468083306613202, 43.30332846944354], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.312212085848316, 5.463563189654811","{""coordinates"": [5.463563189654811, 43.312212085848316], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.312731596263745, 5.459601862790459","{""coordinates"": [5.459601862790459, 43.312731596263745], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE CHAUSSURES,Commerces,"43.31631183041645, 5.459325698229293","{""coordinates"": [5.459325698229293, 43.31631183041645], ""type"": ""Point""}",Marseille 12,13212,13012
PERSONNES ÂGÉES : HÉBERGEMENT,Santé,"43.29914801492714, 5.453097785058458","{""coordinates"": [5.453097785058458, 43.29914801492714], ""type"": ""Point""}",Marseille 12,13212,13012
BOUCHERIE CHARCUTERIE,Commerces,"43.318887617254134, 5.431395245440823","{""coordinates"": [5.431395245440823, 43.318887617254134], ""type"": ""Point""}",Marseille 12,13212,13012
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.312308103679186, 5.447767669401126","{""coordinates"": [5.447767669401126, 43.312308103679186], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29131645553398, 5.422047166048396","{""coordinates"": [5.422047166048396, 43.29131645553398], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.316819961315886, 5.435209207549221","{""coordinates"": [5.435209207549221, 43.316819961315886], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.300091335846204, 5.414666016647375","{""coordinates"": [5.414666016647375, 43.300091335846204], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.317411309910966, 5.447442783380049","{""coordinates"": [5.447442783380049, 43.317411309910966], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.30792172070208, 5.426256350988353","{""coordinates"": [5.426256350988353, 43.30792172070208], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.307596691951574, 5.416040257851829","{""coordinates"": [5.416040257851829, 43.307596691951574], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.31616379507674, 5.41567584371589","{""coordinates"": [5.41567584371589, 43.31616379507674], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.316955203312354, 5.463521865381846","{""coordinates"": [5.463521865381846, 43.316955203312354], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.29709941345289, 5.420363470081244","{""coordinates"": [5.420363470081244, 43.29709941345289], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.30790559382907, 5.437386310783472","{""coordinates"": [5.437386310783472, 43.30790559382907], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.313880025537536, 5.451919206951072","{""coordinates"": [5.451919206951072, 43.313880025537536], ""type"": ""Point""}",Marseille 12,13212,13012
CONTRÔLE TECHNIQUE AUTOMOBILE,Services aux particuliers,"43.29194044642085, 5.418501500269728","{""coordinates"": [5.418501500269728, 43.29194044642085], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.317920064467216, 5.464665086529164","{""coordinates"": [5.464665086529164, 43.317920064467216], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.310799877071304, 5.417605406650862","{""coordinates"": [5.417605406650862, 43.310799877071304], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.315906489980826, 5.461238647170225","{""coordinates"": [5.461238647170225, 43.315906489980826], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.320838743984076, 5.432155412275086","{""coordinates"": [5.432155412275086, 43.320838743984076], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.31249737785353, 5.448856377551006","{""coordinates"": [5.448856377551006, 43.31249737785353], ""type"": ""Point""}",Marseille 12,13212,13012
BOULANGERIE,Commerces,"43.311335165218956, 5.446138905481305","{""coordinates"": [5.446138905481305, 43.311335165218956], ""type"": ""Point""}",Marseille 12,13212,13012
BOULANGERIE,Commerces,"43.302766623648424, 5.429910788154959","{""coordinates"": [5.429910788154959, 43.302766623648424], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.3026426036882, 5.444681831537269","{""coordinates"": [5.444681831537269, 43.3026426036882], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.30279394302851, 5.411846973148834","{""coordinates"": [5.411846973148834, 43.30279394302851], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.29895724290346, 5.420669545089903","{""coordinates"": [5.420669545089903, 43.29895724290346], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.31704886931856, 5.439746250631546","{""coordinates"": [5.439746250631546, 43.31704886931856], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’OPTIQUE,Commerces,"43.305029356484475, 5.428923298792888","{""coordinates"": [5.428923298792888, 43.305029356484475], ""type"": ""Point""}",Marseille 12,13212,13012
TRAVAIL PROTÉGÉ,Santé,"43.297148303105644, 5.42766543110244","{""coordinates"": [5.42766543110244, 43.297148303105644], ""type"": ""Point""}",Marseille 12,13212,13012
CENTRE DE SANTÉ,Santé,"43.29977027353335, 5.430335188729779","{""coordinates"": [5.430335188729779, 43.29977027353335], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.31005200325016, 5.419478915454948","{""coordinates"": [5.419478915454948, 43.31005200325016], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.31800742731879, 5.445082334769928","{""coordinates"": [5.445082334769928, 43.31800742731879], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’ÉQUIPEMENTS DU FOYER,Commerces,"43.30874770630894, 5.438648063541651","{""coordinates"": [5.438648063541651, 43.30874770630894], ""type"": ""Point""}",Marseille 12,13212,13012
LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,Enseignement,"43.301754854322, 5.462339987809535","{""coordinates"": [5.462339987809535, 43.301754854322], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.30175118718488, 5.417492127984085","{""coordinates"": [5.417492127984085, 43.30175118718488], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.29839025822813, 5.430918010930308","{""coordinates"": [5.430918010930308, 43.29839025822813], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.30960497649583, 5.419563308015449","{""coordinates"": [5.419563308015449, 43.30960497649583], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’OPTIQUE,Commerces,"43.29957444845379, 5.436993316345797","{""coordinates"": [5.436993316345797, 43.29957444845379], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN STOMATOLOGIE,Santé,"43.313286631916256, 5.409415239089749","{""coordinates"": [5.409415239089749, 43.313286631916256], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.30116206242415, 5.451636975949355","{""coordinates"": [5.451636975949355, 43.30116206242415], ""type"": ""Point""}",Marseille 12,13212,13012
BOUCHERIE CHARCUTERIE,Commerces,"43.30407997703814, 5.415919371709202","{""coordinates"": [5.415919371709202, 43.30407997703814], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.3162739694468, 5.44727172252589","{""coordinates"": [5.44727172252589, 43.3162739694468], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.31478792368408, 5.442820699747402","{""coordinates"": [5.442820699747402, 43.31478792368408], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.314896421516494, 5.43806636815095","{""coordinates"": [5.43806636815095, 43.314896421516494], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.29054515148644, 5.420963596559638","{""coordinates"": [5.420963596559638, 43.29054515148644], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.32007977079336, 5.428960598879512","{""coordinates"": [5.428960598879512, 43.32007977079336], ""type"": ""Point""}",Marseille 12,13212,13012
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.30857411472403, 5.4237255492116","{""coordinates"": [5.4237255492116, 43.30857411472403], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29877561108591, 5.436218987668257","{""coordinates"": [5.436218987668257, 43.29877561108591], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE MEUBLES,Commerces,"43.317845060220094, 5.467558582114494","{""coordinates"": [5.467558582114494, 43.317845060220094], ""type"": ""Point""}",Marseille 12,13212,13012
BOULANGERIE,Commerces,"43.318309121468914, 5.423674171441219","{""coordinates"": [5.423674171441219, 43.318309121468914], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.29865889923816, 5.422513093911195","{""coordinates"": [5.422513093911195, 43.29865889923816], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.316211938162795, 5.437787981844589","{""coordinates"": [5.437787981844589, 43.316211938162795], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.301542906366315, 5.434086282756371","{""coordinates"": [5.434086282756371, 43.301542906366315], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN CARDIOLOGIE,Santé,"43.31338644829432, 5.431610604157359","{""coordinates"": [5.431610604157359, 43.31338644829432], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30392074820972, 5.417389508933329","{""coordinates"": [5.417389508933329, 43.30392074820972], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.311631925580905, 5.446984667096531","{""coordinates"": [5.446984667096531, 43.311631925580905], ""type"": ""Point""}",Marseille 12,13212,13012
BOULANGERIE,Commerces,"43.31148574455688, 5.445569720936291","{""coordinates"": [5.445569720936291, 43.31148574455688], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.31170890894659, 5.447281393187982","{""coordinates"": [5.447281393187982, 43.31170890894659], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,Commerces,"43.30857411472403, 5.4237255492116","{""coordinates"": [5.4237255492116, 43.30857411472403], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.30922999404533, 5.440726645749426","{""coordinates"": [5.440726645749426, 43.30922999404533], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.303660867619996, 5.414879605624845","{""coordinates"": [5.414879605624845, 43.303660867619996], ""type"": ""Point""}",Marseille 12,13212,13012
SAGE-FEMME,Santé,"43.313286631916256, 5.409415239089749","{""coordinates"": [5.409415239089749, 43.313286631916256], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.320660768484395, 5.46891085079575","{""coordinates"": [5.46891085079575, 43.320660768484395], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.319281548285005, 5.456842494202941","{""coordinates"": [5.456842494202941, 43.319281548285005], ""type"": ""Point""}",Marseille 12,13212,13012
